@relation 'AT: original_dataset-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.7p1+0.413p3+0.407p4+0.395p2-0.086stab... numeric
@attribute '0.698stab+0.27 g3+0.265tau2+0.255g2+0.245g1...' numeric
@attribute -0.598g4-0.399g1+0.351tau3+0.326tau2+0.295g2... numeric
@attribute 0.465tau1+0.429g2-0.388g3-0.345tau4-0.319p2... numeric
@attribute 0.476tau4-0.474g3+0.409g1-0.363p4+0.253g2... numeric
@attribute 0.471tau4+0.437p4-0.383tau2-0.343p2-0.313tau1... numeric
@attribute 0.518tau3-0.508p3+0.405p2+0.319g2-0.299tau4... numeric
@attribute '-0.48g1-0.469tau3+0.372tau2+0.37 p2-0.365p3...' numeric
@attribute 0.536tau1-0.403g3-0.391g1+0.364tau3+0.257g4... numeric
@attribute '0.61 tau2-0.466g3+0.431g4-0.393tau1-0.166g2...' numeric
@attribute -0.523g2+0.437p4-0.347g4-0.326p3+0.325tau4... numeric
@attribute stabf {unstable,stable}

@data
1.465866,0.787081,1.294121,-0.288133,-0.240116,0.097726,-0.320813,-0.744603,-0.912249,0.942184,0.431431,unstable
1.689986,-1.038655,-0.36657,0.588007,-0.705766,-1.583488,0.338862,0.867265,-1.192798,0.206923,0.52752,stable
-2.547033,1.410924,-0.222288,1.341322,-0.421507,0.496254,0.128094,-0.382504,0.113563,0.127991,-1.778112,unstable
-0.834017,0.163862,0.787726,-0.400138,1.377303,0.593904,-1.610965,-0.695984,0.760246,-0.14526,-1.377603,unstable
-1.694677,0.674356,-0.916559,-0.032943,-1.978375,-0.224461,0.752823,-1.036481,0.426409,-0.667695,-1.350786,unstable
0.063815,2.053566,0.108978,0.878886,1.070603,0.769741,-1.025482,0.112091,-0.674373,0.845828,0.999159,unstable
0.898557,0.827479,-0.720153,1.062465,1.58125,0.876044,-0.397376,-0.42529,0.573853,0.682325,-0.597787,unstable
-0.924224,-0.205944,-0.218047,0.551786,-1.049211,-1.501466,1.864714,1.77912,1.014939,0.58108,-1.118245,stable
-0.210943,-0.017231,-0.029288,-1.617162,-0.160324,-0.529823,-1.31364,1.112206,1.891866,-0.887309,-0.171116,unstable
-1.017415,1.09438,0.575509,-1.45333,0.409388,0.050116,-0.975746,1.349309,0.857282,-1.602389,-0.854631,unstable
0.592402,2.067818,1.12319,-0.477118,-1.345628,-0.278271,-1.059613,-0.538134,-0.879098,0.083546,2.211811,unstable
-0.39178,0.648002,-0.995269,-0.606757,-0.362486,0.100901,0.114609,0.420728,-0.211049,-1.83478,-1.209348,unstable
1.221725,-0.1316,-0.276856,0.14864,1.583653,-1.389764,-0.517684,-0.159412,-1.153266,-2.890051,-1.836765,stable
-2.334418,3.293483,-0.045507,1.567584,0.140619,1.297267,-0.15446,0.651213,0.623816,1.016834,0.762955,unstable
0.283084,2.033053,0.566817,0.218306,1.05764,-0.3714,0.240077,0.592343,-0.95598,0.429685,-0.768141,unstable
-3.298416,-2.75153,-0.938839,0.718118,-1.007755,-0.590685,-0.848941,0.408031,0.314822,0.531564,-0.787961,stable
0.070959,1.816679,0.209127,-0.113181,-0.705698,1.169074,-1.375795,-1.850153,0.872765,-1.0087,0.320821,unstable
-2.305259,0.864779,0.007885,0.484713,-0.284023,1.011088,-0.949435,1.188874,-0.717587,0.454834,1.767353,unstable
-1.613989,1.618107,1.123704,0.933361,-0.460219,-0.216757,0.80609,1.07398,1.640575,1.089749,-0.213281,unstable
-0.35656,0.009355,1.05458,0.398203,1.236775,0.355877,-0.38819,-1.063969,-0.85859,1.599926,1.344055,unstable
1.482833,-2.769157,0.643045,0.447224,-0.369042,-0.158757,-0.459597,-1.173128,2.006534,0.008922,0.306066,stable
1.42876,0.294371,0.458048,1.045932,1.462393,2.109421,-0.779609,-0.329443,-1.218958,0.553119,0.045722,unstable
1.150006,-0.043272,0.10691,0.934034,1.423914,0.372375,0.476959,-0.748558,1.38155,-0.323816,-0.837018,unstable
1.32406,1.260782,-0.652543,-1.978991,0.144291,0.672997,-0.374343,0.456766,0.19982,1.299461,-0.327356,unstable
-0.316859,0.707514,0.278979,-0.558838,-0.381553,-0.712765,-1.055387,2.292073,0.456128,0.269189,-0.275191,unstable
0.715315,-0.610357,1.128264,-1.064571,0.633078,-1.966933,1.344042,-0.201933,-0.73391,-0.336588,-1.128965,unstable
-0.265054,-1.542272,0.04265,0.335207,-1.006299,-1.922606,-0.952184,1.252522,-0.375219,-0.592316,-1.681857,stable
-1.189979,-0.658429,-1.364253,0.780404,-1.006611,1.581882,-0.915717,1.758495,0.629798,-0.019439,0.918548,unstable
-0.58007,2.27927,0.82918,0.911793,0.600566,-0.647333,-0.06416,-2.002253,-0.973216,-0.762419,-0.943702,unstable
2.004335,-0.694769,0.499528,-0.275275,-2.501652,-1.715212,-0.122607,0.422126,-1.040068,0.041869,1.191445,stable
-1.838712,0.644105,-0.732247,0.019225,-0.571743,-0.62709,-0.886341,-0.634882,0.782538,0.189936,-0.74858,unstable
-1.514748,-1.30581,-1.129182,2.071588,-1.199762,0.845623,1.141035,0.449305,1.191028,-0.860619,-0.720653,stable
1.194353,0.153427,0.385623,-2.323747,-0.119427,-1.038694,-0.849809,1.034337,-0.003057,0.548897,-0.68257,unstable
-1.46279,1.0304,0.009306,2.410959,-1.306234,0.428595,0.558568,0.869922,-0.136652,0.342791,0.90881,unstable
1.797442,1.393717,-1.070947,-1.048108,0.661432,0.424715,0.468046,-0.524058,1.584114,0.054374,0.955845,unstable
-0.489057,2.0694,-0.471655,-1.086634,-0.576089,2.239544,0.510438,0.264271,0.24289,-0.919191,-0.122843,unstable
0.873615,-2.842504,1.567702,-0.754264,-0.392047,1.487558,-0.111864,-1.064678,0.267029,0.36978,1.50586,stable
1.687176,0.61501,-0.423464,-1.51486,-0.650899,-0.306676,0.957317,-0.566386,-1.545153,1.380945,0.66712,unstable
0.334503,2.55648,-0.316642,-0.529006,0.852847,1.308365,0.390167,0.069195,0.722589,-0.273282,-1.19122,unstable
2.411109,-1.516433,0.464319,-0.328018,-0.594559,-0.138946,-1.598377,0.149867,-0.627558,0.506119,0.099357,stable
1.814591,-0.537581,-0.972438,1.63862,1.29203,0.446231,0.413307,-0.692149,0.310959,-0.754104,-0.259602,stable
0.088728,1.410671,0.138644,-1.456475,-1.014383,0.648266,-0.739857,0.323631,1.6418,0.121538,0.316003,unstable
1.98441,0.803867,-1.808952,-0.786462,-0.368108,0.258487,-1.066029,1.326112,0.074861,-1.534561,1.361256,unstable
-2.065536,1.884628,1.239939,0.58645,-0.482829,-0.403929,-1.070236,-0.013202,-0.639819,-1.363225,0.367399,unstable
-0.320249,-0.984933,0.470147,0.640737,-0.161961,0.507606,1.78619,-0.374551,-1.295361,2.301801,1.385547,stable
-0.984585,1.957197,-0.48087,-0.129752,0.115879,1.790902,-0.330143,-1.051376,0.537384,0.191011,0.208062,unstable
-1.43067,1.855757,-0.361239,2.18046,1.130708,-0.352545,-0.667203,-0.255456,0.020185,0.181447,0.126375,unstable
2.087217,0.81405,-0.873841,0.269274,-1.472815,0.227293,-0.534554,1.710827,-0.548259,-0.634878,-0.839164,unstable
0.592614,-0.503368,-1.546838,0.189421,0.759015,1.17881,-0.140234,0.675842,1.50315,-0.672411,1.407968,unstable
1.166496,-0.046885,1.015222,0.474809,0.661745,-0.197608,1.352286,-0.419224,-0.59866,-1.343507,-0.111158,unstable
-0.000809,-0.556543,0.07502,-0.983491,-1.742201,-0.638861,0.417008,-2.660526,-1.757443,0.830694,0.671567,stable
0.823672,-1.584147,2.417868,-0.958076,-1.705109,-0.285038,0.060687,-0.164741,-0.175468,0.752978,1.285918,stable
0.887306,-1.02543,0.057457,0.87026,-0.948393,1.717214,0.457792,-2.00276,-0.555869,0.95953,-2.200554,stable
0.798849,-1.465501,0.903354,-0.597076,-0.403338,-3.507368,0.147571,0.67218,1.622088,-0.319715,0.087952,stable
2.942401,-0.620584,-0.944515,0.27951,-0.362824,0.393227,1.306057,-1.350728,-0.862123,0.763478,-1.121185,stable
1.485379,-0.168408,0.107196,0.707526,0.394643,0.317684,0.63335,0.632242,-2.81118,0.824814,0.117142,stable
-0.552097,-1.041267,-0.932118,0.07652,-0.989082,-0.10841,-0.278426,-1.414239,-0.011305,-0.922314,-0.998071,stable
-0.831899,0.441736,-1.561351,0.227455,1.161539,-1.336597,1.420658,-0.185726,-0.095034,-0.158832,-0.562073,unstable
-1.391169,-2.246862,-2.388779,-0.297143,-0.569331,-0.963536,0.9782,-0.062854,0.79146,-0.242829,-0.40271,stable
0.366432,1.751548,-0.832546,-0.170134,-2.201479,-1.199567,1.011228,0.149554,-0.17355,-0.143358,1.420264,unstable
-0.243211,-0.135849,0.583097,-2.081602,1.5693,-1.781551,0.795607,0.099788,-0.281565,0.483884,1.783085,stable
1.328696,1.465882,-0.746625,-0.426601,-0.997065,-1.91117,0.661538,-0.660994,-1.230169,-0.087508,-0.289969,unstable
-0.630795,0.910006,0.7503,-0.199553,-1.510143,-2.089247,1.631069,0.072283,0.19583,-1.408186,0.05399,unstable
0.14167,-1.649061,-2.021811,-1.55199,1.097787,-0.805901,1.528073,-2.004803,0.852306,1.434104,0.107103,stable
-1.031807,-0.993416,0.941052,-0.511346,-0.458664,-0.027738,-1.895146,0.872815,0.411826,0.147437,-0.14723,stable
-0.681735,1.680444,-0.15891,-0.99874,0.910688,-1.329749,-1.058572,-1.310983,0.421124,-1.909896,0.273952,unstable
2.542443,2.344588,1.105119,-1.092907,-0.630184,-0.044334,-0.555225,1.031825,0.504204,0.151074,-1.070738,unstable
1.840827,1.453311,0.027839,0.674953,0.721545,-1.225556,-0.830725,0.858152,0.334063,0.761175,-1.014213,unstable
-1.707399,-1.882978,-1.090306,0.550593,1.41629,0.486567,1.27272,0.015135,0.205327,-0.280989,0.009548,stable
-1.059876,0.415834,0.007484,1.11749,0.679638,1.056501,0.592947,-1.805183,0.343732,0.442143,-0.578091,unstable
2.179045,-0.260323,-0.840635,0.792494,0.056409,-1.063161,-0.051161,1.372252,-1.093463,-0.149024,1.937601,unstable
0.124697,3.106614,-0.67439,-1.897231,-0.147459,-1.264574,-0.998713,0.089537,1.251988,0.790855,0.309253,unstable
-0.96658,1.560386,-1.762186,1.010915,0.664892,0.344525,-0.397794,0.940747,-1.360092,-0.040056,0.502378,unstable
-1.732727,2.058812,-1.576817,0.042595,-0.241497,0.271601,-1.802359,0.461078,-1.239478,1.18238,0.838304,unstable
-1.981619,0.726752,-1.293182,-0.390387,0.06348,0.723008,0.774645,-0.667147,-0.596105,-1.030306,-0.374289,unstable
0.312462,-0.012003,-0.509447,0.537936,0.053558,0.879973,-0.918059,0.431735,1.791322,1.073533,-0.270844,unstable
-0.447062,0.717545,-0.57875,-0.384153,0.410363,0.022997,-0.348897,-0.684287,2.304073,-0.986368,0.644938,unstable
-0.4827,1.14418,0.989881,-0.688156,-0.981802,1.469554,0.786459,0.329406,-0.478774,-1.145421,0.177921,unstable
2.730863,1.85734,1.193077,-0.415897,0.389088,-0.35388,0.15049,-0.696335,-1.063979,0.361357,0.633316,unstable
-0.893304,0.768972,0.598084,0.066886,-0.248555,1.220511,0.829262,-0.469044,1.607648,-0.54427,-0.411002,unstable
-0.522814,-1.283596,-1.862826,0.337321,0.802962,1.519533,-0.695367,0.30883,-0.506386,1.220922,2.305338,stable
0.127313,0.259431,-0.162396,-1.462911,-0.051232,1.084661,1.784453,1.280592,0.022603,1.06062,0.065911,unstable
1.124847,2.296189,1.369032,-1.255779,-0.599286,0.676677,0.173308,0.107508,-0.301873,-0.285371,-0.868201,unstable
0.071731,-0.529356,1.824362,-0.664662,1.685403,0.479154,-1.229265,-0.75789,-0.603451,0.125292,0.137064,stable
-1.137052,1.386646,0.274263,1.361835,0.039194,0.820214,0.477717,1.27935,-1.403315,0.533733,0.637388,unstable
-2.329725,1.602571,-1.024809,-0.943149,0.338755,0.471992,-0.035241,-1.902255,-0.062654,-1.362985,0.074606,unstable
0.867952,1.313975,0.001109,1.683379,0.040888,1.032503,0.774445,-2.252994,-0.2575,0.242954,-0.089088,unstable
-0.933427,-0.227489,0.851861,0.12518,-0.105646,-1.017795,-2.012891,1.047067,0.390871,-1.369983,-1.039672,stable
-1.303292,1.036926,-0.093315,0.514359,-0.781169,0.65674,-0.16981,-1.465088,0.078764,-0.279883,0.061536,unstable
-3.352695,-0.29972,1.037051,1.953281,-0.019926,-0.422766,0.325821,1.517841,0.008791,0.779921,-0.424788,unstable
-0.339224,1.708287,-0.703967,1.435829,0.15738,0.070938,1.502061,-0.12429,-0.033081,2.275141,0.310331,unstable
2.194514,-0.829033,-0.40405,1.765678,0.268981,0.842255,-0.124967,-0.858728,-1.567599,-1.006198,-0.982099,stable
-2.076848,-0.007733,-0.176169,-1.427456,-0.036658,-1.37213,-0.288943,-0.624874,-1.507271,-0.680768,1.771103,unstable
0.973319,-0.23055,1.273472,1.118788,0.971519,0.502013,0.400113,-0.471441,-2.771327,0.554529,0.188229,stable
0.684818,-1.684477,-1.193653,0.441158,0.044905,-0.628032,0.069737,-0.668342,-0.161524,-1.516462,0.985535,stable
0.013253,-1.476361,-1.357211,0.274592,0.135213,-0.750249,0.82163,-0.427797,0.745383,-1.153645,-0.503716,stable
-0.772413,-2.036123,-0.461202,0.709987,-0.310593,0.469341,1.11467,-2.356143,0.266746,0.675852,2.133867,stable
-1.560074,0.379156,-1.908909,2.056017,-0.766101,0.119854,0.852939,-0.775926,-0.532833,0.220141,0.488119,unstable
-1.341258,0.290518,-0.020596,-1.388546,-1.096399,1.491756,1.351114,0.102332,0.295708,0.49274,-1.389633,unstable
1.303947,0.488834,0.115553,0.671888,-0.961642,-0.246441,-0.434009,-1.085182,1.322614,1.707257,0.903547,unstable
-1.066408,-0.315155,-2.026729,-0.084893,-1.154787,-0.730654,0.529962,-0.783598,-1.013894,0.518559,0.344281,unstable
0.979583,1.257998,0.951275,1.740035,0.588419,-2.009168,0.081464,-1.634534,-0.239043,-0.629852,-0.325303,unstable
2.346481,1.997984,0.378438,0.623174,1.129584,-0.626306,-0.25198,-0.348345,-1.025812,-1.639861,0.657304,unstable
-2.276829,-0.772497,-2.03813,0.475659,-0.904863,-0.719726,-1.203494,-0.922592,0.411434,-1.30476,-1.3051,stable
0.387635,-1.33413,-2.720826,0.29127,-2.105792,-0.274253,-0.147161,0.248043,-1.022287,-1.430314,0.123651,stable
0.600021,-1.196073,-0.382928,-0.001557,1.412236,0.366694,-0.936523,0.740822,0.26794,-0.740683,-2.640646,stable
0.090451,-1.061306,0.125469,1.026893,0.286869,1.54124,-0.547971,0.54934,0.671262,-0.069923,1.380601,stable
-1.360923,0.443694,1.015966,0.853492,1.227117,0.143608,1.372207,0.56874,1.113054,-1.077403,0.053974,unstable
2.973854,-1.088039,0.481352,-1.163101,-0.087966,1.159956,-0.587427,-0.190078,-0.630491,-0.511376,0.523153,stable
-1.834109,1.559477,-0.620543,1.412765,1.152137,-0.397723,-0.529184,1.135469,-0.74165,-0.746266,0.027439,unstable
1.092932,0.749061,0.569906,1.404868,-0.307033,1.324363,0.084716,-0.118671,-1.305111,2.190718,-0.404657,unstable
0.313274,0.598495,2.595983,-0.647357,0.562489,0.408514,-0.62424,0.018772,-0.181689,-0.118535,0.200833,unstable
-1.429735,0.776824,-0.365715,-0.171831,-0.369251,-0.383029,-1.513658,0.946404,-0.183643,0.848176,-0.842909,unstable
-0.178979,-1.461443,0.528566,1.62174,0.005153,0.749573,1.502504,0.247834,-1.728322,0.99972,1.063439,stable
-0.301428,-2.30241,-0.002367,-0.111691,0.006522,-0.861348,-2.107482,-0.127666,-0.204629,2.872226,-1.220869,stable
3.194508,0.168806,-1.0449,-0.883949,-0.273054,0.378118,-0.109985,0.148109,-1.362398,-0.372126,0.265868,unstable
-0.039574,0.974136,-0.63175,-0.624236,-1.165735,0.397556,0.577232,1.98343,1.104465,0.832108,0.986374,unstable
0.283224,1.847487,-1.237975,-0.531415,0.135373,0.285789,0.735689,0.560613,0.61912,0.676081,1.217967,unstable
1.982478,0.634378,-1.810749,0.045462,1.337925,1.331423,0.153319,-0.890759,1.263308,0.186183,0.159238,unstable
-0.914668,1.05275,0.860699,2.124832,2.212609,0.139336,-1.460042,-0.067144,-0.50521,0.438359,0.150096,unstable
-1.892143,0.329299,-1.694136,-0.956467,-0.395155,-0.386832,0.910776,0.215745,-2.251036,0.119977,-1.932865,unstable
-3.122877,-1.189457,-1.508232,0.677067,-1.192504,0.207822,-0.833807,0.12534,-0.226527,-0.612574,-1.163703,stable
0.125977,-1.484299,1.018439,-1.627128,0.647573,2.203013,1.055635,0.376958,0.307809,-0.918182,-0.421147,stable
-0.570498,-1.239817,-1.17381,-1.836023,-1.439813,-0.42568,0.653594,-0.835028,1.085686,-0.584715,-1.579615,stable
-2.325588,2.428856,0.239388,0.019193,0.121471,-1.846884,-0.044568,0.097011,-0.285656,-0.781454,0.577834,unstable
-2.701098,0.129216,-0.025615,-1.293383,-1.767635,-1.96572,0.433957,-0.300218,-0.357924,0.749442,-0.127765,unstable
0.951013,-1.108849,0.703476,-0.341827,-0.368437,1.023184,0.332128,-1.405035,0.083772,2.956472,1.826779,stable
2.354128,-1.158107,0.280301,-0.352455,1.513395,-0.33934,1.366695,-1.060815,-0.145175,0.551686,-0.269426,stable
2.342144,-2.181991,0.154573,0.062384,0.068253,-0.359336,0.668789,-1.471994,0.791476,-0.329614,-0.708412,stable
-1.359714,1.931563,1.512964,1.502075,-1.019145,1.349422,0.567962,-0.016542,-0.037302,-0.968806,1.26588,unstable
2.80467,-0.58234,-1.522475,-1.000787,-0.638067,-0.108273,0.73661,-2.882013,-0.038792,-0.023507,0.377896,stable
1.567193,1.533622,1.633469,0.363093,-0.486676,1.924044,-1.262798,0.318408,0.211625,1.41772,-0.230247,unstable
-1.639213,-1.341731,-0.923548,-0.371697,-1.06942,-0.030857,1.626356,-0.590233,-0.470639,1.972057,0.076201,stable
-0.544786,-0.999817,-0.601432,-0.140338,-1.195556,-0.376101,-1.444003,-0.263386,-0.631199,1.405061,-1.03328,stable
0.845423,-2.043956,-1.817966,-0.377003,-1.349901,0.630627,2.101804,0.156378,0.111441,1.038057,-0.07155,stable
0.444522,0.622526,-0.499387,-1.418349,0.704658,-1.319354,-0.128329,0.340261,1.256045,1.053778,-0.139379,unstable
-0.620265,1.456711,0.875425,-2.18726,-0.972651,-0.645059,0.507355,1.21423,-0.190457,0.153197,0.677352,unstable
0.198312,-1.434279,0.876227,0.613506,-1.472416,-0.028272,0.129823,-0.161286,0.131187,2.089653,0.365243,stable
-0.396449,-0.846224,0.085661,-1.75649,-0.7656,-0.163061,0.775864,-1.419746,0.015188,0.816718,-1.038039,stable
-0.286963,-1.358676,-0.043409,1.690163,1.250669,0.103592,-1.117902,0.387068,0.13475,-0.586134,2.21418,stable
-1.402452,0.85787,1.093764,-1.390769,-0.715637,0.830497,-2.1876,0.408863,0.721309,1.970773,-0.736316,unstable
-0.19725,0.649683,1.030321,-0.269368,-0.636203,0.444148,0.44304,0.188971,1.560518,-1.116418,2.042492,unstable
-1.558256,-0.498721,-0.401989,-1.326537,0.828441,-0.885072,1.188174,0.127722,0.850162,1.448001,1.275676,unstable
-0.438999,1.288177,0.778323,0.38968,-0.592372,-1.368868,1.029117,0.310431,1.945329,0.834073,-1.826714,unstable
0.763948,0.577552,0.263083,-0.638784,-1.440307,1.510272,-0.575149,0.321469,1.309004,-0.526505,0.806764,unstable
-0.544281,0.607771,0.181671,-1.237185,-0.664759,0.684292,-0.065698,-0.05116,0.627944,0.947184,-0.513519,unstable
-0.443593,0.009798,-0.763939,-0.379135,0.42444,-0.361455,-0.983134,-0.157964,2.584507,-0.110112,0.123696,unstable
0.604323,2.982119,-1.328141,-1.22753,-0.310051,-0.350379,0.15994,-0.96853,-0.153127,-0.170009,0.302736,unstable
-1.741395,0.34533,-2.240248,0.51299,-0.947004,-1.548787,-0.838184,0.969347,-0.833976,0.004668,0.344361,unstable
-2.310756,0.983286,-0.435966,-1.586425,0.721575,0.364521,0.419558,0.545719,-0.418207,-1.070897,-0.114552,unstable
-0.71716,-1.661979,-0.175348,1.524104,-0.280649,-0.901407,-0.166661,-0.683505,-0.898306,-0.01501,0.992871,stable
-2.202429,3.327107,-1.110873,-0.275109,1.437805,-0.038245,0.513851,0.339439,0.920163,0.490294,0.163679,unstable
0.168966,-1.152687,-0.485949,-1.385901,1.354541,0.454453,0.938404,-0.131603,0.527923,-0.239379,2.554614,stable
1.245167,-2.104031,-0.00656,0.457281,0.535499,-0.437028,-0.525843,0.774191,0.952646,0.054263,-1.037999,stable
1.216099,-0.179122,-1.962919,-0.735209,0.044677,1.044993,0.438523,0.846697,0.450807,-0.719406,-0.712651,unstable
-0.877046,0.65661,-0.417728,1.168994,0.775334,-1.440548,-1.218595,-0.113548,-0.172474,0.022475,0.106102,unstable
-1.601319,-1.38025,1.663346,0.515861,-0.212781,-1.004487,-2.378127,0.625847,-0.655423,-1.591415,-1.423131,stable
0.39922,0.537965,-0.048149,-0.225356,-0.21359,-1.993754,0.554388,0.172151,-1.495721,0.673786,-1.386138,unstable
1.137331,-0.474058,-0.405754,0.976219,-1.761167,0.015372,-0.863123,0.06433,0.932595,-0.6478,-0.481698,stable
0.847981,-0.566217,0.435187,0.97096,-1.345937,-1.247975,-0.925345,0.297232,-1.209829,-0.493608,-0.279235,stable
1.371787,-1.881525,-2.122679,-0.381465,-0.694763,-0.786015,0.784707,0.176677,-1.007462,1.805173,0.143386,stable
1.319468,-1.308273,0.820349,0.759013,-0.339759,1.321783,-0.019554,-0.176333,-0.49329,-1.754797,-0.015457,stable
-0.627833,-0.37652,0.046237,-1.223682,-0.844645,-0.659499,0.91841,0.928265,-1.271285,-0.639215,-1.383142,unstable
1.73334,-0.931136,0.073659,-0.179781,-0.247377,1.957799,0.390682,-2.069382,0.981424,0.930277,-0.841638,stable
-0.689382,-1.091127,-0.781764,1.570101,-0.359352,0.907032,-0.909871,0.529193,0.321124,0.685152,1.458693,unstable
0.653233,0.782285,-0.444118,0.337608,-0.198001,0.640221,-0.215751,-0.970635,0.096087,1.255722,0.422883,unstable
-1.118581,-1.641406,1.015661,0.964651,0.446252,0.647959,1.918488,-2.14628,-1.007121,-1.029426,0.26358,stable
-0.933483,-0.695067,-0.148698,1.223198,1.003943,-1.788233,-0.400127,0.579829,-0.118478,1.389683,-1.09564,unstable
1.831649,0.209393,2.047543,-0.115282,-1.780038,0.390641,1.81572,-0.00673,-1.163102,-0.799631,-0.732051,unstable
-0.067322,1.691153,-0.549924,-1.415265,-0.419945,0.045487,1.306335,0.133143,-0.819458,-1.20695,-0.772626,unstable
-1.783175,-1.904449,0.477631,-0.72221,0.92199,0.164106,-0.253147,-1.737424,-1.10579,-0.230929,0.671149,stable
0.386084,1.636952,1.205798,0.806631,0.342615,0.814369,0.441064,0.548805,0.768699,-1.093236,0.469816,unstable
-0.329205,-1.481132,-1.674551,-0.314547,-0.549417,-0.581489,-0.787595,-0.331404,0.562969,-0.572623,-2.39059,stable
-0.611117,1.340839,0.62611,-1.440314,-0.979127,3.708815,0.880443,-0.110289,-0.121179,-0.244034,-1.075188,unstable
-0.678953,-0.421058,0.104555,-0.552172,-0.050596,-1.167851,-1.055409,2.278187,-0.769174,-1.355846,-0.055042,stable
-0.259256,1.261376,-1.317446,0.036316,-1.626114,-0.602927,1.653661,0.336405,1.461478,-0.086667,0.155331,unstable
0.773832,1.036163,0.919937,0.628752,0.96251,1.490344,0.45797,-0.594716,1.272809,0.764383,-0.538124,unstable
-1.61724,0.541573,0.598807,1.170285,0.502575,0.339126,0.628485,-0.186498,-0.639385,-0.226443,-0.541782,unstable
-2.111182,-0.730009,1.173718,0.761605,0.301969,-0.972908,-0.99065,2.316792,0.035758,-0.609327,0.933717,stable
0.452723,-0.328537,-0.308035,-1.839531,1.507968,-0.495436,-1.636469,0.718248,-1.317731,0.623603,-0.280883,stable
0.1956,0.502806,0.727146,-0.153481,-0.048882,-0.418951,-1.860621,-0.002506,1.446894,-0.196391,0.873034,unstable
0.635441,-1.328636,-1.101923,0.086897,-1.790152,0.976605,2.044373,0.657635,0.568437,0.169265,0.044886,stable
1.558192,-0.603046,-0.018926,0.649514,2.095311,-1.611946,0.696973,-0.889264,-0.678106,0.278156,-2.084301,unstable
0.038932,-0.969306,-0.264145,-0.130961,2.041572,0.321477,1.02244,1.863593,-0.311529,-0.584721,-1.2465,stable
-1.890702,0.4878,-0.559077,1.3712,1.436013,1.637845,0.111678,-0.379927,-0.939226,-1.259599,0.616325,unstable
1.099712,1.379606,-0.349918,-0.017493,-0.621722,-0.837539,1.326709,-0.339421,1.382606,-1.432779,-0.468812,unstable
-0.140082,-1.123702,-0.850009,0.374204,1.621137,-1.304158,-0.168603,-1.0169,-1.201433,0.528182,-1.538223,stable
0.471171,-0.185732,0.17483,1.19069,0.375367,1.71595,0.391554,-1.302712,-0.686703,0.613571,-1.360023,unstable
0.937319,-1.050867,0.19465,-2.222562,0.603986,1.387626,-0.834668,-1.003884,1.461848,0.48797,-0.348115,stable
1.903909,-1.058474,1.808539,0.154573,-2.150629,-0.520974,-0.664596,-0.009394,0.27967,1.044649,0.65063,stable
-0.051521,-2.199445,-1.161643,-1.029555,1.073439,-1.756555,1.300951,-0.31908,-0.524773,0.668366,-0.027413,stable
-3.846923,0.392088,1.337575,0.823161,2.268007,0.2265,0.305309,0.698262,-0.769564,0.118604,0.392687,unstable
0.029424,-1.130397,-0.499934,-0.857281,0.44922,-0.152476,1.155391,1.048084,0.173443,-0.682814,-1.047139,unstable
0.463982,-1.74201,-0.24443,-0.931833,-0.648939,0.674429,-0.495932,-1.84042,1.331833,1.234748,-1.523854,stable
-0.553994,0.343281,-0.027873,0.397318,1.035634,1.187836,0.878897,0.744947,-1.36738,1.743835,-0.171018,unstable
-0.373269,-2.029797,-0.243011,-1.407182,-0.495326,0.498083,-1.609298,-1.352199,1.160115,1.024996,-1.772197,stable
-2.056518,0.744677,0.018099,-0.043793,-0.473852,-1.724097,2.3503,0.301683,0.398736,0.443774,-0.6104,unstable
-0.956357,0.481317,0.736642,1.02098,0.559581,1.512867,-0.248256,0.544723,-0.868764,1.529959,-0.467821,unstable
-1.874865,-2.518725,0.765994,1.31933,-0.762987,0.854264,1.21164,-0.264326,1.756634,-0.582699,0.882048,stable
1.197665,-0.758011,0.783503,-0.940814,-1.386387,-1.339442,-0.140237,0.929102,-1.684971,-0.476493,1.06139,stable
0.606437,-0.917744,-1.883453,-0.406906,0.301139,1.724399,-1.060138,0.077449,0.677274,1.247622,0.713582,unstable
-0.625569,-1.483842,0.157638,-0.510519,-0.552726,2.990165,0.876406,-0.610609,0.896669,0.719916,0.984471,stable
0.26581,0.012773,-2.667881,-0.34654,-0.42123,-2.666981,-0.965088,0.731184,-0.677678,-0.083426,0.127188,stable
0.131521,0.056341,-1.217156,1.800018,0.737811,0.618408,0.2295,-1.706394,0.46456,-0.433691,0.292881,unstable
-0.644073,0.546707,0.452162,0.315348,-0.655642,1.716559,-0.006945,-1.96676,-0.31447,-1.486982,0.23906,unstable
0.564873,-0.845345,0.201684,-1.340253,-1.120905,-0.709813,-0.200372,0.753658,-1.465611,-0.096859,-0.174825,stable
-0.297543,-0.75284,0.247543,-0.683259,-1.559548,-0.308003,-0.212629,-0.376493,-0.381602,-0.905226,-1.776652,unstable
-2.102972,1.058516,-0.800127,-0.017505,1.264898,0.015499,-0.025866,-0.177686,-0.905724,-1.985385,-0.17676,unstable
